Time,Angle1 [deg],Angle2 [deg],Angle1 vel [deg/s],Angle2 vel [deg/s],Angle1 acc [deg/s^2],Angle2 acc [deg/s^2],Endpoint pos x [m],Endpoint pos y [m],Endpoint vel x [m/s],Endpoint vel y [m/s],Delivery pos x [m],Delivery pos y [m]
44.37,6.65469,-2.70653,0.00600476,0.00194829,-0.00020632,-7.59E-05,0.344682,-0.290902,0.0030689,0.000802448,0,0
44.4,6.65487,-2.70647,0.0059986,0.00194601,-0.000205515,-7.57E-05,0.344774,-0.290878,0.00306572,0.000802667,0,0
44.43,6.65505,-2.70641,0.00599246,0.00194375,-0.000204714,-7.55E-05,0.344866,-0.290854,0.00306256,0.000802889,0,0
44.46,6.65522,-2.70635,0.00598634,0.00194149,-0.000203918,-7.54E-05,0.344958,-0.290829,0.0030594,0.000803113,0,0
44.49,6.6554,-2.70629,0.00598025,0.00193923,-0.000203127,-7.52E-05,0.34505,-0.290805,0.00305625,0.000803339,0,0
44.52,6.65558,-2.70624,0.00597418,0.00193698,-0.000202341,-7.50E-05,0.345142,-0.290781,0.00305311,0.000803568,0,0
44.55,6.65576,-2.70618,0.00596813,0.00193474,-0.00020156,-7.48E-05,0.345233,-0.290757,0.00304998,0.000803798,0,0
44.58,6.65594,-2.70612,0.00596211,0.0019325,-0.000200784,-7.47E-05,0.345325,-0.290733,0.00304686,0.00080403,0,0
44.61,6.65612,-2.70606,0.00595611,0.00193026,-0.000200012,-7.45E-05,0.345416,-0.290709,0.00304375,0.000804265,0,0
44.64,6.6563,-2.706,0.00595013,0.00192803,-0.000199245,-7.43E-05,0.345507,-0.290685,0.00304065,0.000804501,0,0
44.67,6.65648,-2.70595,0.00594417,0.00192581,-0.000198482,-7.42E-05,0.345599,-0.290661,0.00303756,0.00080474,0,0
44.7,6.65666,-2.70589,0.00593824,0.00192359,-0.000197725,-7.40E-05,0.34569,-0.290636,0.00303448,0.00080498,0,0
44.73,6.65683,-2.70583,0.00593233,0.00192137,-0.000196971,-7.38E-05,0.345781,-0.290612,0.0030314,0.000805222,0,0
44.76,6.65701,-2.70577,0.00592645,0.00191916,-0.000196223,-7.37E-05,0.345872,-0.290588,0.00302834,0.000805466,0,0
44.79,6.65719,-2.70571,0.00592058,0.00191696,-0.000195479,-7.35E-05,0.345963,-0.290564,0.00302528,0.000805713,0,0
44.82,6.65737,-2.70566,0.00591474,0.00191476,-0.000194739,-7.33E-05,0.346053,-0.29054,0.00302224,0.000805961,0,0
44.85,6.65755,-2.7056,0.00590892,0.00191256,-0.000194004,-7.32E-05,0.346144,-0.290515,0.0030192,0.00080621,0,0
44.88,6.65772,-2.70554,0.00590312,0.00191037,-0.000193273,-7.30E-05,0.346235,-0.290491,0.00301617,0.000806462,0,0
44.91,6.6579,-2.70549,0.00589735,0.00190819,-0.000192547,-7.28E-05,0.346325,-0.290467,0.00301315,0.000806716,0,0
44.94,6.65808,-2.70543,0.00589159,0.00190601,-0.000191825,-7.27E-05,0.346415,-0.290443,0.00301014,0.000806971,0,0
44.97,6.65825,-2.70537,0.00588586,0.00190383,-0.000191107,-7.25E-05,0.346506,-0.290419,0.00300714,0.000807228,0,0
45,6.65843,-2.70531,0.00588015,0.00190166,-0.000190394,-7.23E-05,0.346596,-0.290394,0.00300415,0.000807487,0,0
45.03,6.65861,-2.70526,0.00587445,0.0018995,-0.000189685,-7.22E-05,0.346686,-0.29037,0.00300116,0.000807748,0,0
45.06,6.65878,-2.7052,0.00586879,0.00189734,-0.00018898,-7.20E-05,0.346776,-0.290346,0.00299819,0.00080801,0,0
45.09,6.65896,-2.70514,0.00586314,0.00189518,-0.00018828,-7.19E-05,0.346866,-0.290322,0.00299522,0.000808274,0,0
45.12,6.65913,-2.70509,0.00585751,0.00189303,-0.000187584,-7.17E-05,0.346956,-0.290297,0.00299226,0.00080854,0,0
45.15,6.65931,-2.70503,0.0058519,0.00189089,-0.000186892,-7.15E-05,0.347046,-0.290273,0.00298931,0.000808807,0,0
45.18,6.65949,-2.70497,0.00584632,0.00188874,-0.000186204,-7.14E-05,0.347135,-0.290249,0.00298637,0.000809076,0,0
45.21,6.65966,-2.70492,0.00584075,0.00188661,-0.00018552,-7.12E-05,0.347225,-0.290225,0.00298344,0.000809347,0,0
45.24,6.65984,-2.70486,0.00583521,0.00188448,-0.00018484,-7.11E-05,0.347315,-0.2902,0.00298051,0.000809619,0,0
45.27,6.66001,-2.7048,0.00582968,0.00188235,-0.000184165,-7.09E-05,0.347404,-0.290176,0.0029776,0.000809893,0,0
45.3,6.66019,-2.70475,0.00582418,0.00188023,-0.000183493,-7.07E-05,0.347493,-0.290152,0.00297469,0.000810168,0,0
45.33,6.66036,-2.70469,0.00581869,0.00187811,-0.000182826,-7.06E-05,0.347582,-0.290127,0.00297179,0.000810445,0,0
45.36,6.66054,-2.70463,0.00581323,0.001876,-0.000182162,-7.04E-05,0.347672,-0.290103,0.0029689,0.000810723,0,0
45.39,6.66071,-2.70458,0.00580778,0.00187389,-0.000181503,-7.03E-05,0.347761,-0.290079,0.00296601,0.000811003,0,0
45.42,6.66088,-2.70452,0.00580236,0.00187178,-0.000180847,-7.01E-05,0.34785,-0.290054,0.00296314,0.000811285,0,0
45.45,6.66106,-2.70446,0.00579695,0.00186968,-0.000180195,-7.00E-05,0.347939,-0.29003,0.00296027,0.000811568,0,0
45.48,6.66123,-2.70441,0.00579156,0.00186759,-0.000179548,-6.98E-05,0.348027,-0.290006,0.00295741,0.000811852,0,0
45.51,6.66141,-2.70435,0.0057862,0.0018655,-0.000178904,-6.97E-05,0.348116,-0.289981,0.00295456,0.000812138,0,0
45.54,6.66158,-2.7043,0.00578085,0.00186342,-0.000178263,-6.95E-05,0.348205,-0.289957,0.00295172,0.000812425,0,0
45.57,6.66175,-2.70424,0.00577552,0.00186133,-0.000177627,-6.94E-05,0.348293,-0.289933,0.00294888,0.000812714,0,0
45.6,6.66193,-2.70418,0.00577021,0.00185926,-0.000176995,-6.92E-05,0.348382,-0.289908,0.00294606,0.000813004,0,0
45.63,6.6621,-2.70413,0.00576492,0.00185719,-0.000176366,-6.91E-05,0.34847,-0.289884,0.00294324,0.000813296,0,0
45.66,6.66227,-2.70407,0.00575965,0.00185512,-0.000175741,-6.89E-05,0.348558,-0.289859,0.00294042,0.000813588,0,0
45.69,6.66245,-2.70402,0.00575439,0.00185306,-0.00017512,-6.88E-05,0.348647,-0.289835,0.00293762,0.000813882,0,0
45.72,6.66262,-2.70396,0.00574916,0.001851,-0.000174502,-6.86E-05,0.348735,-0.28981,0.00293482,0.000814178,0,0
45.75,6.66279,-2.70391,0.00574394,0.00184894,-0.000173888,-6.85E-05,0.348823,-0.289786,0.00293203,0.000814475,0,0
45.78,6.66296,-2.70385,0.00573874,0.00184689,-0.000173278,-6.83E-05,0.348911,-0.289762,0.00292925,0.000814773,0,0
45.81,6.66313,-2.7038,0.00573356,0.00184485,-0.000172671,-6.82E-05,0.348999,-0.289737,0.00292648,0.000815072,0,0
45.84,6.66331,-2.70374,0.0057284,0.00184281,-0.000172068,-6.80E-05,0.349087,-0.289713,0.00292371,0.000815373,0,0
45.87,6.66348,-2.70369,0.00572326,0.00184077,-0.000171468,-6.79E-05,0.349174,-0.289688,0.00292096,0.000815674,0,0
45.9,6.66365,-2.70363,0.00571813,0.00183874,-0.000170872,-6.77E-05,0.349262,-0.289664,0.0029182,0.000815977,0,0
45.93,6.66382,-2.70357,0.00571302,0.00183671,-0.00017028,-6.76E-05,0.349349,-0.289639,0.00291546,0.000816282,0,0
45.96,6.66399,-2.70352,0.00570793,0.00183469,-0.000169691,-6.74E-05,0.349437,-0.289615,0.00291272,0.000816587,0,0
45.99,6.66416,-2.70346,0.00570286,0.00183267,-0.000169105,-6.73E-05,0.349524,-0.28959,0.00291,0.000816894,0,0
46.02,6.66434,-2.70341,0.0056978,0.00183066,-0.000168523,-6.72E-05,0.349612,-0.289566,0.00290727,0.000817202,0,0
46.05,6.66451,-2.70335,0.00569276,0.00182865,-0.000167944,-6.70E-05,0.349699,-0.289541,0.00290456,0.00081751,0,0
46.08,6.66468,-2.7033,0.00568774,0.00182664,-0.000167369,-6.69E-05,0.349786,-0.289517,0.00290185,0.00081782,0,0
46.11,6.66485,-2.70325,0.00568274,0.00182464,-0.000166797,-6.67E-05,0.349873,-0.289492,0.00289915,0.000818132,0,0
46.14,6.66502,-2.70319,0.00567775,0.00182264,-0.000166228,-6.66E-05,0.34996,-0.289468,0.00289646,0.000818444,0,0
46.17,6.66519,-2.70314,0.00567278,0.00182065,-0.000165663,-6.64E-05,0.350047,-0.289443,0.00289377,0.000818757,0,0
46.2,6.66536,-2.70308,0.00566783,0.00181866,-0.000165101,-6.63E-05,0.350134,-0.289418,0.0028911,0.000819072,0,0
46.23,6.66553,-2.70303,0.00566289,0.00181667,-0.000164543,-6.62E-05,0.35022,-0.289394,0.00288842,0.000819387,0,0
46.26,6.6657,-2.70297,0.00565797,0.00181469,-0.000163987,-6.60E-05,0.350307,-0.289369,0.00288576,0.000819704,0,0
46.29,6.66587,-2.70292,0.00565307,0.00181272,-0.000163435,-6.59E-05,0.350394,-0.289345,0.0028831,0.000820021,0,0
46.32,6.66604,-2.70286,0.00564818,0.00181074,-0.000162886,-6.58E-05,0.35048,-0.28932,0.00288045,0.00082034,0,0
46.35,6.66621,-2.70281,0.00564331,0.00180877,-0.000162341,-6.56E-05,0.350567,-0.289295,0.00287781,0.000820659,0,0
46.38,6.66638,-2.70275,0.00563846,0.00180681,-0.000161798,-6.55E-05,0.350653,-0.289271,0.00287517,0.00082098,0,0
46.41,6.66655,-2.7027,0.00563362,0.00180485,-0.000161259,-6.53E-05,0.350739,-0.289246,0.00287254,0.000821301,0,0
46.44,6.66672,-2.70265,0.0056288,0.00180289,-0.000160723,-6.52E-05,0.350825,-0.289221,0.00286992,0.000821623,0,0
46.47,6.66688,-2.70259,0.00562399,0.00180094,-0.00016019,-6.51E-05,0.350911,-0.289197,0.0028673,0.000821947,0,0
46.5,6.66705,-2.70254,0.00561921,0.00179899,-0.00015966,-6.49E-05,0.350997,-0.289172,0.00286469,0.000822271,0,0
46.53,6.66722,-2.70248,0.00561443,0.00179705,-0.000159133,-6.48E-05,0.351083,-0.289147,0.00286209,0.000822596,0,0
46.56,6.66739,-2.70243,0.00560967,0.00179511,-0.000158609,-6.47E-05,0.351169,-0.289123,0.00285949,0.000822922,0,0
46.59,6.66756,-2.70238,0.00560493,0.00179317,-0.000158088,-6.45E-05,0.351255,-0.289098,0.0028569,0.000823249,0,0
46.62,6.66773,-2.70232,0.0056002,0.00179124,-0.00015757,-6.44E-05,0.351341,-0.289073,0.00285432,0.000823577,0,0
46.65,6.66789,-2.70227,0.00559549,0.00178931,-0.000157056,-6.43E-05,0.351426,-0.289049,0.00285174,0.000823906,0,0
46.68,6.66806,-2.70222,0.0055908,0.00178739,-0.000156544,-6.41E-05,0.351512,-0.289024,0.00284917,0.000824235,0,0
46.71,6.66823,-2.70216,0.00558611,0.00178547,-0.000156035,-6.40E-05,0.351597,-0.288999,0.00284661,0.000824566,0,0
46.74,6.6684,-2.70211,0.00558145,0.00178355,-0.000155529,-6.39E-05,0.351683,-0.288974,0.00284405,0.000824897,0,0
46.77,6.66856,-2.70205,0.0055768,0.00178164,-0.000155026,-6.37E-05,0.351768,-0.28895,0.0028415,0.000825229,0,0
46.8,6.66873,-2.702,0.00557216,0.00177973,-0.000154526,-6.36E-05,0.351853,-0.288925,0.00283896,0.000825562,0,0
46.83,6.6689,-2.70195,0.00556754,0.00177783,-0.000154029,-6.35E-05,0.351939,-0.2889,0.00283642,0.000825895,0,0
46.86,6.66907,-2.70189,0.00556293,0.00177593,-0.000153534,-6.33E-05,0.352024,-0.288875,0.00283389,0.00082623,0,0
46.89,6.66923,-2.70184,0.00555834,0.00177403,-0.000153043,-6.32E-05,0.352109,-0.288851,0.00283136,0.000826565,0,0
46.92,6.6694,-2.70179,0.00555377,0.00177214,-0.000152554,-6.31E-05,0.352194,-0.288826,0.00282884,0.0008269,0,0
46.95,6.66957,-2.70173,0.0055492,0.00177025,-0.000152068,-6.30E-05,0.352278,-0.288801,0.00282633,0.000827237,0,0
46.98,6.66973,-2.70168,0.00554466,0.00176837,-0.000151585,-6.28E-05,0.352363,-0.288776,0.00282382,0.000827574,0,0
47.01,6.6699,-2.70163,0.00554012,0.00176649,-0.000151105,-6.27E-05,0.352448,-0.288751,0.00282132,0.000827912,0,0
47.04,6.67007,-2.70158,0.00553561,0.00176461,-0.000150627,-6.26E-05,0.352533,-0.288726,0.00281883,0.000828251,0,0
47.07,6.67023,-2.70152,0.0055311,0.00176274,-0.000150152,-6.24E-05,0.352617,-0.288702,0.00281634,0.00082859,0,0
47.1,6.6704,-2.70147,0.00552661,0.00176087,-0.00014968,-6.23E-05,0.352702,-0.288677,0.00281386,0.00082893,0,0
47.13,6.67056,-2.70142,0.00552213,0.001759,-0.000149211,-6.22E-05,0.352786,-0.288652,0.00281138,0.000829271,0,0
47.16,6.67073,-2.70136,0.00551767,0.00175714,-0.000148744,-6.21E-05,0.35287,-0.288627,0.00280891,0.000829612,0,0
47.19,6.67089,-2.70131,0.00551322,0.00175528,-0.00014828,-6.19E-05,0.352955,-0.288602,0.00280645,0.000829954,0,0
47.22,6.67106,-2.70126,0.00550879,0.00175342,-0.000147818,-6.18E-05,0.353039,-0.288577,0.00280399,0.000830296,0,0
47.25,6.67123,-2.70121,0.00550437,0.00175157,-0.000147359,-6.17E-05,0.353123,-0.288552,0.00280154,0.000830639,0,0
47.28,6.67139,-2.70115,0.00549996,0.00174973,-0.000146903,-6.16E-05,0.353207,-0.288527,0.00279909,0.000830983,0,0
47.31,6.67156,-2.7011,0.00549557,0.00174788,-0.00014645,-6.15E-05,0.353291,-0.288502,0.00279665,0.000831327,0,0
47.34,6.67172,-2.70105,0.00549119,0.00174604,-0.000145998,-6.13E-05,0.353375,-0.288477,0.00279422,0.000831672,0,0
47.37,6.67189,-2.701,0.00548682,0.00174421,-0.00014555,-6.12E-05,0.353459,-0.288452,0.00279179,0.000832018,0,0
47.4,6.67205,-2.70094,0.00548247,0.00174237,-0.000145104,-6.11E-05,0.353543,-0.288427,0.00278936,0.000832364,0,0
47.43,6.67221,-2.70089,0.00547813,0.00174055,-0.00014466,-6.10E-05,0.353626,-0.288402,0.00278695,0.00083271,0,0
47.46,6.67238,-2.70084,0.0054738,0.00173872,-0.000144219,-6.08E-05,0.35371,-0.288377,0.00278453,0.000833057,0,0
47.49,6.67254,-2.70079,0.00546949,0.0017369,-0.000143781,-6.07E-05,0.353793,-0.288352,0.00278213,0.000833405,0,0
47.52,6.67271,-2.70074,0.00546519,0.00173508,-0.000143345,-6.06E-05,0.353877,-0.288327,0.00277973,0.000833753,0,0
47.55,6.67287,-2.70068,0.0054609,0.00173327,-0.000142911,-6.05E-05,0.35396,-0.288302,0.00277733,0.000834102,0,0
47.58,6.67303,-2.70063,0.00545663,0.00173146,-0.00014248,-6.04E-05,0.354044,-0.288277,0.00277495,0.000834451,0,0
47.61,6.6732,-2.70058,0.00545236,0.00172965,-0.000142051,-6.02E-05,0.354127,-0.288252,0.00277256,0.0008348,0,0
47.64,6.67336,-2.70053,0.00544812,0.00172784,-0.000141625,-6.01E-05,0.35421,-0.288227,0.00277018,0.00083515,0,0
47.67,6.67353,-2.70048,0.00544388,0.00172604,-0.000141201,-6.00E-05,0.354293,-0.288202,0.00276781,0.000835501,0,0
47.7,6.67369,-2.70042,0.00543966,0.00172425,-0.00014078,-5.99E-05,0.354376,-0.288177,0.00276545,0.000835852,0,0
47.73,6.67385,-2.70037,0.00543545,0.00172245,-0.00014036,-5.98E-05,0.354459,-0.288152,0.00276308,0.000836203,0,0
47.76,6.67401,-2.70032,0.00543125,0.00172067,-0.000139944,-5.97E-05,0.354542,-0.288127,0.00276073,0.000836555,0,0
47.79,6.67418,-2.70027,0.00542706,0.00171888,-0.000139529,-5.95E-05,0.354625,-0.288102,0.00275838,0.000836907,0,0
47.82,6.67434,-2.70022,0.00542289,0.0017171,-0.000139117,-5.94E-05,0.354708,-0.288077,0.00275603,0.00083726,0,0
47.85,6.6745,-2.70017,0.00541873,0.00171532,-0.000138707,-5.93E-05,0.35479,-0.288052,0.00275369,0.000837613,0,0
47.88,6.67467,-2.70011,0.00541458,0.00171354,-0.000138299,-5.92E-05,0.354873,-0.288026,0.00275136,0.000837966,0,0
47.91,6.67483,-2.70006,0.00541044,0.00171177,-0.000137894,-5.91E-05,0.354955,-0.288001,0.00274903,0.00083832,0,0
47.94,6.67499,-2.70001,0.00540632,0.00171,-0.000137491,-5.90E-05,0.355038,-0.287976,0.00274671,0.000838674,0,0
47.97,6.67515,-2.69996,0.0054022,0.00170824,-0.00013709,-5.88E-05,0.35512,-0.287951,0.00274439,0.000839028,0,0
48,6.67531,-2.69991,0.0053981,0.00170647,-0.000136691,-5.87E-05,0.355203,-0.287926,0.00274208,0.000839383,0,0
48.03,6.67548,-2.69986,0.00539401,0.00170472,-0.000136295,-5.86E-05,0.355285,-0.287901,0.00273977,0.000839738,0,0
48.06,6.67564,-2.69981,0.00538994,0.00170296,-0.000135901,-5.85E-05,0.355367,-0.287875,0.00273747,0.000840094,0,0
48.09,6.6758,-2.69976,0.00538587,0.00170121,-0.000135508,-5.84E-05,0.355449,-0.28785,0.00273517,0.00084045,0,0
48.12,6.67596,-2.6997,0.00538182,0.00169946,-0.000135119,-5.83E-05,0.355531,-0.287825,0.00273288,0.000840806,0,0
48.15,6.67612,-2.69965,0.00537778,0.00169772,-0.000134731,-5.82E-05,0.355613,-0.2878,0.00273059,0.000841162,0,0
48.18,6.67628,-2.6996,0.00537375,0.00169597,-0.000134345,-5.81E-05,0.355695,-0.287774,0.00272831,0.000841519,0,0
48.21,6.67645,-2.69955,0.00536973,0.00169424,-0.000133962,-5.79E-05,0.355777,-0.287749,0.00272603,0.000841876,0,0
48.24,6.67661,-2.6995,0.00536572,0.0016925,-0.00013358,-5.78E-05,0.355859,-0.287724,0.00272376,0.000842233,0,0
48.27,6.67677,-2.69945,0.00536172,0.00169077,-0.000133201,-5.77E-05,0.35594,-0.287699,0.00272149,0.000842591,0,0
48.3,6.67693,-2.6994,0.00535774,0.00168904,-0.000132824,-5.76E-05,0.356022,-0.287673,0.00271923,0.000842949,0,0
48.33,6.67709,-2.69935,0.00535376,0.00168732,-0.000132448,-5.75E-05,0.356104,-0.287648,0.00271698,0.000843307,0,0
48.36,6.67725,-2.6993,0.0053498,0.00168559,-0.000132075,-5.74E-05,0.356185,-0.287623,0.00271472,0.000843665,0,0
48.39,6.67741,-2.69925,0.00534585,0.00168388,-0.000131704,-5.73E-05,0.356267,-0.287597,0.00271248,0.000844024,0,0
48.42,6.67757,-2.6992,0.00534191,0.00168216,-0.000131335,-5.72E-05,0.356348,-0.287572,0.00271024,0.000844382,0,0
48.45,6.67773,-2.69915,0.00533798,0.00168045,-0.000130968,-5.71E-05,0.356429,-0.287547,0.002708,0.000844741,0,0
48.48,6.67789,-2.6991,0.00533406,0.00167874,-0.000130603,-5.70E-05,0.356511,-0.287521,0.00270577,0.0008451,0,0
48.51,6.67805,-2.69905,0.00533016,0.00167704,-0.00013024,-5.68E-05,0.356592,-0.287496,0.00270354,0.00084546,0,0
48.54,6.67821,-2.699,0.00532626,0.00167533,-0.000129879,-5.67E-05,0.356673,-0.287471,0.00270132,0.000845819,0,0
48.57,6.67837,-2.69894,0.00532238,0.00167363,-0.00012952,-5.66E-05,0.356754,-0.287445,0.0026991,0.000846179,0,0
48.6,6.67853,-2.69889,0.0053185,0.00167194,-0.000129163,-5.65E-05,0.356835,-0.28742,0.00269689,0.000846539,0,0
48.63,6.67869,-2.69884,0.00531464,0.00167025,-0.000128807,-5.64E-05,0.356916,-0.287395,0.00269468,0.000846899,0,0
48.66,6.67885,-2.69879,0.00531078,0.00166856,-0.000128454,-5.63E-05,0.356997,-0.287369,0.00269247,0.000847259,0,0
48.69,6.67901,-2.69874,0.00530694,0.00166687,-0.000128102,-5.62E-05,0.357077,-0.287344,0.00269028,0.00084762,0,0
48.72,6.67917,-2.69869,0.00530311,0.00166519,-0.000127753,-5.61E-05,0.357158,-0.287318,0.00268808,0.00084798,0,0
48.75,6.67933,-2.69864,0.00529928,0.00166351,-0.000127405,-5.60E-05,0.357239,-0.287293,0.00268589,0.000848341,0,0
48.78,6.67949,-2.69859,0.00529547,0.00166183,-0.000127059,-5.59E-05,0.357319,-0.287267,0.00268371,0.000848702,0,0
48.81,6.67965,-2.69854,0.00529167,0.00166016,-0.000126716,-5.58E-05,0.3574,-0.287242,0.00268153,0.000849063,0,0
48.84,6.6798,-2.69849,0.00528788,0.00165849,-0.000126373,-5.57E-05,0.35748,-0.287216,0.00267935,0.000849424,0,0
48.87,6.67996,-2.69845,0.0052841,0.00165682,-0.000126033,-5.56E-05,0.357561,-0.287191,0.00267718,0.000849785,0,0
48.9,6.68012,-2.6984,0.00528033,0.00165516,-0.000125695,-5.55E-05,0.357641,-0.287165,0.00267502,0.000850146,0,0
48.93,6.68028,-2.69835,0.00527657,0.0016535,-0.000125358,-5.54E-05,0.357721,-0.28714,0.00267285,0.000850507,0,0
48.96,6.68044,-2.6983,0.00527282,0.00165184,-0.000125023,-5.53E-05,0.357801,-0.287114,0.0026707,0.000850869,0,0
48.99,6.6806,-2.69825,0.00526908,0.00165018,-0.00012469,-5.52E-05,0.357882,-0.287089,0.00266855,0.00085123,0,0
49.02,6.68075,-2.6982,0.00526535,0.00164853,-0.000124359,-5.51E-05,0.357962,-0.287063,0.0026664,0.000851592,0,0
49.05,6.68091,-2.69815,0.00526162,0.00164688,-0.000124029,-5.50E-05,0.358042,-0.287038,0.00266425,0.000851953,0,0
49.08,6.68107,-2.6981,0.00525791,0.00164524,-0.000123702,-5.49E-05,0.358122,-0.287012,0.00266211,0.000852315,0,0
49.11,6.68123,-2.69805,0.00525421,0.00164359,-0.000123376,-5.48E-05,0.358201,-0.286987,0.00265998,0.000852677,0,0
49.14,6.68139,-2.698,0.00525052,0.00164195,-0.000123051,-5.47E-05,0.358281,-0.286961,0.00265785,0.000853038,0,0
49.17,6.68154,-2.69795,0.00524684,0.00164032,-0.000122729,-5.46E-05,0.358361,-0.286935,0.00265572,0.0008534,0,0
49.2,6.6817,-2.6979,0.00524317,0.00163868,-0.000122408,-5.45E-05,0.358441,-0.28691,0.0026536,0.000853762,0,0
49.23,6.68186,-2.69785,0.0052395,0.00163705,-0.000122089,-5.44E-05,0.35852,-0.286884,0.00265148,0.000854124,0,0
49.26,6.68201,-2.6978,0.00523585,0.00163543,-0.000121771,-5.43E-05,0.3586,-0.286858,0.00264937,0.000854486,0,0
49.29,6.68217,-2.69775,0.00523221,0.0016338,-0.000121455,-5.42E-05,0.358679,-0.286833,0.00264726,0.000854848,0,0
49.32,6.68233,-2.6977,0.00522857,0.00163218,-0.000121141,-5.41E-05,0.358759,-0.286807,0.00264516,0.000855209,0,0
49.35,6.68249,-2.69766,0.00522495,0.00163056,-0.000120829,-5.40E-05,0.358838,-0.286782,0.00264306,0.000855571,0,0
49.38,6.68264,-2.69761,0.00522133,0.00162895,-0.000120518,-5.39E-05,0.358917,-0.286756,0.00264096,0.000855933,0,0
49.41,6.6828,-2.69756,0.00521773,0.00162733,-0.000120209,-5.38E-05,0.358997,-0.28673,0.00263887,0.000856295,0,0
49.44,6.68296,-2.69751,0.00521413,0.00162572,-0.000119901,-5.37E-05,0.359076,-0.286704,0.00263678,0.000856657,0,0
49.47,6.68311,-2.69746,0.00521054,0.00162412,-0.000119595,-5.36E-05,0.359155,-0.286679,0.0026347,0.000857018,0,0
49.5,6.68327,-2.69741,0.00520696,0.00162251,-0.000119291,-5.35E-05,0.359234,-0.286653,0.00263262,0.00085738,0,0
49.53,6.68342,-2.69736,0.00520339,0.00162091,-0.000118988,-5.34E-05,0.359313,-0.286627,0.00263055,0.000857742,0,0
49.56,6.68358,-2.69731,0.00519983,0.00161931,-0.000118686,-5.33E-05,0.359392,-0.286602,0.00262848,0.000858103,0,0
49.59,6.68374,-2.69727,0.00519628,0.00161772,-0.000118387,-5.32E-05,0.359471,-0.286576,0.00262641,0.000858465,0,0
49.62,6.68389,-2.69722,0.00519274,0.00161613,-0.000118089,-5.31E-05,0.359549,-0.28655,0.00262435,0.000858827,0,0
49.65,6.68405,-2.69717,0.0051892,0.00161454,-0.000117792,-5.30E-05,0.359628,-0.286524,0.00262229,0.000859188,0,0
49.68,6.6842,-2.69712,0.00518568,0.00161295,-0.000117497,-5.29E-05,0.359707,-0.286498,0.00262024,0.000859549,0,0
49.71,6.68436,-2.69707,0.00518216,0.00161137,-0.000117203,-5.28E-05,0.359785,-0.286473,0.00261819,0.000859911,0,0
49.74,6.68451,-2.69702,0.00517866,0.00160979,-0.000116911,-5.27E-05,0.359864,-0.286447,0.00261614,0.000860272,0,0
49.77,6.68467,-2.69698,0.00517516,0.00160821,-0.000116621,-5.26E-05,0.359942,-0.286421,0.0026141,0.000860633,0,0
49.8,6.68483,-2.69693,0.00517167,0.00160663,-0.000116332,-5.25E-05,0.360021,-0.286395,0.00261206,0.000860994,0,0
49.83,6.68498,-2.69688,0.00516819,0.00160506,-0.000116044,-5.24E-05,0.360099,-0.286369,0.00261003,0.000861355,0,0
49.86,6.68514,-2.69683,0.00516471,0.00160349,-0.000115758,-5.23E-05,0.360178,-0.286344,0.002608,0.000861716,0,0
49.89,6.68529,-2.69678,0.00516125,0.00160192,-0.000115474,-5.22E-05,0.360256,-0.286318,0.00260597,0.000862077,0,0
49.92,6.68545,-2.69673,0.00515779,0.00160036,-0.00011519,-5.21E-05,0.360334,-0.286292,0.00260395,0.000862437,0,0
49.95,6.6856,-2.69669,0.00515435,0.0015988,-0.000114909,-5.20E-05,0.360412,-0.286266,0.00260193,0.000862798,0,0
49.98,6.68575,-2.69664,0.00515091,0.00159724,-0.000114629,-5.19E-05,0.36049,-0.28624,0.00259992,0.000863158,0,0
50.01,6.68591,-2.69659,0.00514748,0.00159569,-0.00011435,-5.18E-05,0.360568,-0.286214,0.00259791,0.000863518,0,0
50.04,6.68606,-2.69654,0.00514405,0.00159413,-0.000114072,-5.18E-05,0.360646,-0.286188,0.0025959,0.000863878,0,0
50.07,6.68622,-2.6965,0.00514064,0.00159258,-0.000113796,-5.17E-05,0.360724,-0.286162,0.0025939,0.000864238,0,0
50.1,6.68637,-2.69645,0.00513724,0.00159104,-0.000113522,-5.16E-05,0.360802,-0.286136,0.0025919,0.000864598,0,0
50.13,6.68653,-2.6964,0.00513384,0.00158949,-0.000113249,-5.15E-05,0.36088,-0.28611,0.0025899,0.000864958,0,0
50.16,6.68668,-2.69635,0.00513045,0.00158795,-0.000112977,-5.14E-05,0.360957,-0.286084,0.00258791,0.000865317,0,0
50.19,6.68683,-2.6963,0.00512707,0.00158641,-0.000112706,-5.13E-05,0.361035,-0.286058,0.00258592,0.000865676,0,0
50.22,6.68699,-2.69626,0.00512369,0.00158487,-0.000112437,-5.12E-05,0.361112,-0.286032,0.00258394,0.000866035,0,0
50.25,6.68714,-2.69621,0.00512033,0.00158334,-0.000112169,-5.11E-05,0.36119,-0.286006,0.00258196,0.000866394,0,0
50.28,6.6873,-2.69616,0.00511697,0.00158181,-0.000111903,-5.10E-05,0.361267,-0.28598,0.00257998,0.000866753,0,0
50.31,6.68745,-2.69611,0.00511362,0.00158028,-0.000111638,-5.09E-05,0.361345,-0.285954,0.00257801,0.000867112,0,0
50.34,6.6876,-2.69607,0.00511028,0.00157876,-0.000111374,-5.08E-05,0.361422,-0.285928,0.00257604,0.00086747,0,0
50.37,6.68776,-2.69602,0.00510695,0.00157723,-0.000111112,-5.08E-05,0.361499,-0.285902,0.00257408,0.000867828,0,0
